Protein IDs,Protein names,Gene names,Fasta headers,rim15KO_C_T00_R1,rim15KO_C_T00_R2,rim15KO_C_T00_R3,rim15KO_C_T06_R1,rim15KO_C_T06_R2,rim15KO_C_T06_R3,rim15KO_C_T16_R1,rim15KO_C_T16_R2,rim15KO_C_T16_R3,rim15KO_C_T30_R1,rim15KO_C_T30_R2,rim15KO_C_T30_R3,rim15KO_N_T00_R1,rim15KO_N_T00_R2,rim15KO_N_T00_R3,rim15KO_N_T06_R1,rim15KO_N_T06_R2,rim15KO_N_T06_R3,rim15KO_N_T16_R1,rim15KO_N_T16_R2,rim15KO_N_T16_R3,rim15KO_N_T30_R1,rim15KO_N_T30_R2,rim15KO_N_T30_R3,rim15KO_P_T00_R1,rim15KO_P_T00_R2,rim15KO_P_T00_R3,rim15KO_P_T06_R1,rim15KO_P_T06_R2,rim15KO_P_T06_R3,rim15KO_P_T16_R1,rim15KO_P_T16_R2,rim15KO_P_T16_R3,rim15KO_P_T30_R1,rim15KO_P_T30_R2,rim15KO_P_T30_R3,WT_C_T00_R1,WT_C_T00_R2,WT_C_T00_R3,WT_C_T06_R1,WT_C_T06_R2,WT_C_T06_R3,WT_C_T16_R1,WT_C_T16_R2,WT_C_T16_R3,WT_C_T30_R1,WT_C_T30_R2,WT_C_T30_R3,WT_N_T00_R1,WT_N_T00_R2,WT_N_T00_R3,WT_N_T06_R1,WT_N_T06_R2,WT_N_T06_R3,WT_N_T16_R1,WT_N_T16_R2,WT_N_T16_R3,WT_N_T30_R1,WT_N_T30_R2,WT_N_T30_R3,WT_P_T00_R1,WT_P_T00_R2,WT_P_T00_R3,WT_P_T06_R1,WT_P_T06_R2,WT_P_T06_R3,WT_P_T16_R1,WT_P_T16_R2,WT_P_T16_R3,WT_P_T30_R1,WT_P_T30_R2,WT_P_T30_R3
Q04093,Putative lipase YDR444W,YDR444W,sp|Q04093|YD444_YEAST Putative lipase YDR444W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR444W PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04089,"Histone-lysine N-methyltransferase, H3 lysine-79 specific",DOT1,"sp|Q04089|DOT1_YEAST Histone-lysine N-methyltransferase, H3 lysine-79 specific OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOT1 PE=1 SV=1",1.0291,1.1066,1.2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0291,1.1066,1.2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0291,0.96,1.2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1073,0.96,1.1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1073,0.96,1.1262,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1073,1.1066,1.1262,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04087,Monopolin complex subunit LRS4,LRS4,sp|Q04087|LRS4_YEAST Monopolin complex subunit LRS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LRS4 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04081,Leucine carboxyl methyltransferase 1,PPM1,sp|Q04081|LCMT1_YEAST Leucine carboxyl methyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PPM1 PE=1 SV=1,NA,NA,NA,1.309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04080,GPI transamidase component GPI17,GPI17,sp|Q04080|GPI17_YEAST GPI transamidase component GPI17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPI17 PE=1 SV=1,0.84114,1.1591,0.90045,1.072,NA,1.111,NA,NA,NA,NA,NA,1.2907,0.84114,1.1591,0.90045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84114,1.089,0.90045,0.99888,NA,0.91305,0.61508,0.94633,0.98231,NA,0.95002,NA,1.0482,1.089,1.1741,0.96482,NA,1.0868,NA,NA,NA,NA,NA,2.0678,1.0482,1.089,1.1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0482,1.1591,1.1741,1.1615,NA,1.2016,0.7053,1.173,1.2158,NA,0.82458,NA
Q04067,Eukaryotic translation initiation factor 3 subunit G,TIF35,sp|Q04067|EIF3G_YEAST Eukaryotic translation initiation factor 3 subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIF35 PE=1 SV=1,1.0446,1.0333,0.96519,0.98382,1.0617,0.86433,0.9746,0.88759,0.7318,0.78523,0.7394,0.78618,1.0446,1.0333,0.96519,0.63737,0.98684,0.80932,NA,NA,NA,NA,NA,0.75727,1.0446,1.047,0.96519,0.81889,0.6956,0.74603,0.59735,0.74981,0.66143,0.55884,0.60754,0.60267,1.0207,1.047,0.95913,1.0201,1.1059,0.937,0.94808,1.1273,0.77077,0.95749,0.99706,0.8846,1.0207,1.047,0.95913,NA,1.0438,0.8549,NA,NA,NA,NA,NA,1.1174,1.0207,1.0333,0.95913,0.70832,0.75489,0.71221,0.58017,0.65514,0.56171,0.5349,0.56907,0.54794
Q04066,Kynurenine formamidase,BNA7,sp|Q04066|KFA_YEAST Kynurenine formamidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BNA7 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04062,26S proteasome regulatory subunit RPN9,RPN9,sp|Q04062|RPN9_YEAST 26S proteasome regulatory subunit RPN9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN9 PE=1 SV=1,1.0304,1.0927,1.0423,1.5081,1.2188,1.3086,1.6194,1.6159,1.6806,1.7017,1.5207,1.9252,1.0304,1.0927,1.0423,1.1294,1.3041,1.426,NA,NA,1.1805,NA,NA,1.311,1.0304,1.0482,1.0423,1.1484,1.159,1.1376,0.96121,1.0146,0.95095,0.96582,0.84593,0.82013,1.0479,1.0482,1.1049,1.3771,1.1875,1.3314,1.1956,1.2945,1.4283,1.2952,1.1535,1.479,1.0479,1.0482,1.1049,1.027,1.1457,1.2681,NA,NA,3.087,NA,NA,1.25,1.0479,1.0927,1.1049,1.2599,1.129,1.1407,0.9454,1.046,1.1619,0.81888,1.0806,1.0005
Q04053,Sorting nexin-41,SNX41,sp|Q04053|SNX41_YEAST Sorting nexin-41 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNX41 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04052,Transcriptional activator ARO80,ARO80,sp|Q04052|ARO80_YEAST Transcriptional activator ARO80 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARO80 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04048,Pre-mRNA-splicing factor SYF1,SYF1,sp|Q04048|SYF1_YEAST Pre-mRNA-splicing factor SYF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYF1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04013,Citrate/oxoglutarate carrier protein,YHM2,sp|Q04013|YHM2_YEAST Citrate/oxoglutarate carrier protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YHM2 PE=1 SV=1,1.1355,0.93577,1.3829,1.4341,1.6026,1.5105,2.6488,1.87,1.4718,3.143,1.3249,1.717,1.1355,0.93577,1.3829,2.1105,2.6766,1.9188,NA,NA,2.1957,2.9832,NA,NA,1.1355,0.70515,1.3829,1.365,1.4051,1.5657,1.2278,1.0495,1.3185,1.1729,0.938,1.1854,0.77403,0.70515,1.3731,1.1174,1.6426,1.6317,0.82191,1.5635,1.0945,1.613,1.1317,1.4522,0.77403,0.70515,1.3731,2.1181,2.4892,1.5132,NA,NA,1.5395,3.3078,NA,NA,0.77403,0.93577,1.3731,1.28,1.5586,1.5941,0.72798,1.1166,1.337,0.61592,1.0041,1.0143
Q04007,Uncharacterized protein YDR186C,YDR186C,sp|Q04007|SND1_YEAST SRP-independent targeting protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SND1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q04004,Phosducin-like protein 1,PLP1,sp|Q04004|PLP1_YEAST Phosducin-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PLP1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3002,NA,NA,NA,NA,NA,NA
Q04003,Something about silencing protein 4,SAS4,sp|Q04003|SAS4_YEAST Something about silencing protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SAS4 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03976,"37S ribosomal protein S24, mitochondrial",RSM24,"sp|Q03976|RT24_YEAST 37S ribosomal protein S24, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM24 PE=1 SV=1",NA,NA,0.75092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03973,High mobility group protein 1,HMO1,sp|Q03973|HMO1_YEAST High mobility group protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HMO1 PE=1 SV=1,1.1301,1.1313,1.066,1.4468,1.2049,1.3438,0.73894,0.87094,1.6927,1.0134,0.96795,0.80239,1.1301,1.1313,1.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1301,1.0156,1.066,0.95244,0.85435,0.96083,0.87743,0.87886,0.85451,0.83376,0.73258,0.92185,0.99943,1.0156,0.9928,1.1511,1.0515,1.3039,1.0037,1.102,1.0791,0.98365,1.0047,0.93233,0.99943,1.0156,0.9928,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99943,1.1313,0.9928,0.91129,1.0092,0.87109,0.94885,1.0048,0.86098,0.91202,0.90828,0.87518
Q03954,DASH complex subunit SPC19,SPC19,sp|Q03954|SPC19_YEAST DASH complex subunit SPC19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPC19 PE=1 SV=1,NA,1.0045,0.79975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0045,0.79975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93684,0.79975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93684,0.68406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93684,0.68406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0045,0.68406,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03944,Vacuolar protein sorting-associated protein 64,VPS64,sp|Q03944|VPS64_YEAST Vacuolar protein sorting-associated protein 64 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS64 PE=1 SV=1,NA,NA,1.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9423,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03941,Dephospho-CoA kinase CAB5,CAB5,sp|Q03941|CAB5_YEAST Dephospho-CoA kinase CAB5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAB5 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03940,RuvB-like protein 1,RVB1,sp|Q03940|RUVB1_YEAST RuvB-like protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RVB1 PE=1 SV=1,1.014,1.0066,0.9817,1.0568,1.0302,1.1622,1.0052,1.1305,0.90806,1.0129,1.1784,1.0645,1.014,1.0066,0.9817,1.1606,1.1653,0.77995,NA,NA,1.1352,0.87232,1.4778,1.6321,1.014,0.92995,0.9817,0.96109,0.99477,0.96455,0.90408,1.0518,0.99228,0.9258,0.97908,0.99619,1.0193,0.92995,0.9934,1.2306,1.015,1.136,0.9937,1.1826,0.95099,1.1539,1.2614,1.0466,1.0193,0.92995,0.9934,1.056,0.97286,1.084,NA,NA,1.2995,0.92076,1.325,1.4246,1.0193,1.0066,0.9934,1.0208,1.0611,0.99497,0.92913,0.97701,0.98987,0.99129,0.93518,0.99187
Q03921,Protein dopey,DOP1,sp|Q03921|DOP1_YEAST Protein dopey OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DOP1 PE=1 SV=1,1.0244,1.0266,0.99687,1.2549,1.2789,1.1768,1.2356,1.2521,1.5166,1.0472,1.2718,NA,1.0244,1.0266,0.99687,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0244,1.066,0.99687,1.1532,1.0268,1.092,0.93758,0.87636,1.114,1.3077,0.87942,0.86183,1.0816,1.066,1.0445,0.99569,1.1177,1.3975,1.436,1.5985,1.4982,1.2829,1.1245,NA,1.0816,1.066,1.0445,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0816,1.0266,1.0445,0.87042,1.0783,1.1453,0.66569,0.99276,1.1939,1.0925,1.1684,1.1007
Q03898,Filament protein FIN1,FIN1,sp|Q03898|FIN1_YEAST Filament protein FIN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FIN1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03897,Maintenance of telomere capping protein 5,MTC5,sp|Q03897|WDR59_YEAST Maintenance of telomere capping protein 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTC5 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03880,V-type ATPase assembly factor PKR1,PKR1,sp|Q03880|PKR1_YEAST V-type ATPase assembly factor PKR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PKR1 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03862,Probable metalloprotease ARX1,ARX1,sp|Q03862|ARX1_YEAST Probable metalloprotease ARX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARX1 PE=1 SV=1,1.0432,1.067,1.0483,0.9503,0.94922,0.8789,0.75805,0.88283,0.67234,0.81553,0.86939,0.62335,1.0432,1.067,1.0483,0.75147,NA,0.68323,NA,NA,NA,NA,NA,NA,1.0432,0.97783,1.0483,0.61373,NA,0.63795,0.46664,0.54167,0.66787,NA,NA,0.46681,1.0813,0.97783,1.1152,1.1266,0.9797,0.86589,0.93306,1.4237,0.64984,1.0862,0.85845,0.69051,1.0813,0.97783,1.1152,1.0393,NA,1.374,NA,NA,NA,NA,NA,NA,1.0813,1.067,1.1152,0.69569,NA,0.68989,0.56257,0.53082,0.49107,NA,NA,0.51089
Q03835,Monothiol glutaredoxin-3,GRX3,sp|Q03835|GLRX3_YEAST Monothiol glutaredoxin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GRX3 PE=1 SV=2,0.99527,1.0374,0.99695,1.5456,1.2264,1.3122,1.9704,1.4439,1.6012,1.5685,1.5105,1.6851,0.99527,1.0374,0.99695,1.931,1.5494,1.698,NA,NA,1.0492,NA,NA,NA,0.99527,1.0241,0.99695,0.9968,0.82154,NA,0.8793,0.95855,NA,0.77297,0.9073,0.7295,1.0138,1.0241,0.96499,1.1266,1.0726,1.1681,1.503,1.1399,1.2283,1.0484,1.2969,1.23,1.0138,1.0241,0.96499,0.9085,0.97957,0.8693,NA,NA,0.63224,NA,NA,NA,1.0138,1.0374,0.96499,1.0447,0.8958,NA,0.93036,0.91976,NA,0.70219,0.83283,0.54069
Q03834,DNA mismatch repair protein MSH6,MSH6,sp|Q03834|MSH6_YEAST DNA mismatch repair protein MSH6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSH6 PE=1 SV=1,1.0831,1.1499,0.95736,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0831,1.1499,0.95736,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0831,0.7005,0.95736,1.089,NA,NA,NA,1.6316,0.72399,NA,NA,NA,0.9489,0.7005,1.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9489,0.7005,1.0286,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9489,1.1499,1.0286,0.93842,NA,NA,NA,0.77116,0.62801,NA,NA,NA
Q03833,Transcriptional activator/repressor GIS1,GIS1,sp|Q03833|GIS1_YEAST Transcriptional activator/repressor GIS1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIS1 PE=1 SV=1,0.93158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03824,Inheritance of peroxisomes protein 2,INP2,sp|Q03824|INP2_YEAST Inheritance of peroxisomes protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INP2 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03823,Uncharacterized protein YMR160W,Uncharacterized protein YMR160W,sp|Q03823|YM35_YEAST Uncharacterized protein YMR160W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR160W PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA,1.5737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q03799,"37S ribosomal protein S8, mitochondrial",MRPS8,"sp|Q03799|RT08_YEAST 37S ribosomal protein S8, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS8 PE=1 SV=1",NA,0.97435,0.75714,NA,NA,1.2515,1.4356,NA,NA,0.87716,NA,2.3175,NA,0.97435,0.75714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86337,0.75714,0.74355,NA,0.7212,NA,NA,0.74457,0.4669,0.58832,NA,NA,0.86337,0.78774,NA,NA,1.1038,0.88528,NA,NA,0.78209,NA,0.95036,NA,0.86337,0.78774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97435,0.78774,0.76505,NA,0.70196,NA,NA,0.47282,0.42359,0.52411,NA
Q03798,"Altered inheritance of mitochondria protein 36, mitochondrial",AIM36,"sp|Q03798|AIM36_YEAST Altered inheritance of mitochondria protein 36, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AIM36 PE=1 SV=1",NA,1.2607,0.82319,NA,1.4814,NA,1.5561,NA,1.2981,NA,NA,NA,NA,1.2607,0.82319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85362,0.82319,NA,1.0357,NA,NA,NA,0.91572,NA,NA,NA,NA,0.85362,0.91764,NA,1.3334,NA,1.2642,NA,1.2294,NA,NA,NA,NA,0.85362,0.91764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2607,0.91764,NA,1.0578,NA,NA,NA,0.942,NA,NA,NA
Q03790,Nucleoporin NUP53,NUP53,sp|Q03790|NUP53_YEAST Nucleoporin NUP53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NUP53 PE=1 SV=1,1.0047,1.0188,0.78889,1.0022,NA,NA,NA,NA,NA,NA,1.0199,NA,1.0047,1.0188,0.78889,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0047,1.0101,0.78889,0.90263,NA,0.94678,NA,NA,NA,0.92667,NA,NA,0.87785,1.0101,0.81698,0.89863,NA,NA,NA,NA,NA,NA,1.0115,NA,0.87785,1.0101,0.81698,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87785,1.0188,0.81698,0.87923,NA,0.8217,NA,NA,NA,1.0306,NA,NA
Q03782,56 kDa U1 small nuclear ribonucleoprotein component,SNU56,sp|Q03782|SNU56_YEAST 56 kDa U1 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNU56 PE=1 SV=1,NA,NA,0.7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62061,NA,NA,NA,NA,NA,NA,NA,NA,NA
