Protein IDs,Gene names,rim15KO_C_T00_R1,WT_C_T00_R1,rim15KO_C_T00_R3,WT_C_T00_R3,rim15KO_C_T06_R1,WT_C_T06_R1,rim15KO_C_T06_R3,WT_C_T06_R3,rim15KO_C_T16_R1,WT_C_T16_R1,rim15KO_C_T16_R3,WT_C_T16_R3,rim15KO_C_T30_R1,WT_C_T30_R1,rim15KO_C_T30_R3,WT_C_T30_R3,rim15KO_N_T06_R1,WT_N_T06_R1,rim15KO_N_T06_R3,WT_N_T06_R3,rim15KO_N_T16_R1,WT_N_T16_R1,rim15KO_N_T16_R3,WT_N_T16_R3,rim15KO_N_T30_R1,WT_N_T30_R1,rim15KO_N_T30_R3,WT_N_T30_R3,rim15KO_P_T06_R1,WT_P_T06_R1,rim15KO_P_T06_R3,WT_P_T06_R3,rim15KO_P_T16_R1,WT_P_T16_R1,rim15KO_P_T16_R3,WT_P_T16_R3,rim15KO_P_T30_R1,WT_P_T30_R1,rim15KO_P_T30_R3,WT_P_T30_R3,rim15KO_N_T00_R1,WT_N_T00_R1,rim15KO_N_T00_R3,WT_N_T00_R3,rim15KO_P_T00_R1,WT_P_T00_R1,rim15KO_P_T00_R3,WT_P_T00_R3,WT_C_T00_R2,rim15KO_C_T00_R2,WT_C_T06_R2,rim15KO_C_T06_R2,WT_C_T16_R2,rim15KO_C_T16_R2,WT_C_T30_R2,rim15KO_C_T30_R2,WT_N_T06_R2,rim15KO_N_T06_R2,WT_N_T16_R2,rim15KO_N_T16_R2,WT_N_T30_R2,rim15KO_N_T30_R2,WT_P_T06_R2,rim15KO_P_T06_R2,WT_P_T16_R2,rim15KO_P_T16_R2,WT_P_T30_R2,rim15KO_P_T30_R2,WT_N_T00_R2,rim15KO_N_T00_R2,WT_P_T00_R2,rim15KO_P_T00_R2
P04840,POR1,0.92429,0.98196,1.0253,1.1779,1.7952,1.7266,1.817,1.7209,3.0425,1.794,2.0424,1.8411,1.776,1.5996,3.5273,1.6817,1.0918,1.4292,1.1419,1.5256,1.3186,1.3015,1.8571,1.0903,1.855,0.97974000000000006,2.9441,0.90545,2.2475,2.6277,2.4043,2.4075,1.7342,1.5983,1.8461,1.599,1.6536,1.3011,1.5991,1.5177,0.92429,0.98196,1.0253,1.1779,0.92429,0.98196,1.0253,1.1779,0.94713,1.0438,1.5679,1.7286,1.6842,2.1093,1.6388,1.7791,1.3315,1.4859,1.2237,1.5541,1.1672,1.3976,2.272,2.6006,1.4184,1.8733,1.3698,1.7041,0.94713,1.0438,1.0438,0.94713
P53043,PPT1,1.0078,1.0036,0.98285,1.0157,1.0069,1.1274,0.96371,0.98118,1.103,1.045,0.9089,1.0112,1.047,0.99838,0.99075,0.92987,1.0818,0.97543,1.1759,1.1284,2.2568,1.107,0.90263,0.88473,NA,NA,1.1052,0.75527,0.63875,0.70884,0.6185,0.75366,0.48914,0.76711,0.61362,0.72431,0.43955,0.62705,NA,NA,1.0078,1.0036,0.98285,1.0157,1.0078,1.0036,0.98285,1.0157,1.0639,1.028,1.0704,1.0357,1.0631,1.0095,1.1249,1.0958,0.91269,1.7957,NA,NA,NA,NA,0.74344,0.70736,0.66896,0.59281,0.62433,0.4927,1.0639,1.028,1.028,1.0639
P09232,PRB1,0.89412,1.2321,1.1881,1.2736,2.8946,2.6942,2.7573,2.9686,4.8395,3.1923,3.9618,3.11,4.4017,2.561,3.4737,2.512,2.6041,1.8225,3.1503,1.8978,12.523,1.5495,NA,NA,NA,NA,NA,NA,1.6552,2.1215,1.5802,2.0818,1.4201,1.6833,1.2721,1.6671,1.415,1.8365,1.3032,1.6209,0.89412,1.2321,1.1881,1.2736,0.89412,1.2321,1.1881,1.2736,1.2582,1.0548,2.1957,2.9852,2.3929,4.9547,2.3977,4.4544,1.3704,3.1466,1.0795,15.786,NA,NA,2.1412,1.5794,1.8543,1.2049,1.9188,1.3077,1.2582,1.0548,1.0548,1.2582
P00729,PRC1,0.89972,1.0856,0.9634,1.0292,1.7393,2.0357,2.0531,2.0763,2.9546,2.4331,1.6839,1.6232,2.121,2.0349,1.5135,1.4577,1.1561,0.95133,0.79481,1.0127,2.8017,1.0199,2.8536,0.92639,NA,NA,NA,NA,1.8302,1.9174,1.6091,1.7817,1.4852,1.7737,1.3364,1.6697,1.3349,1.6932,1.3951,1.6301,0.89972,1.0856,0.9634,1.0292,0.89972,1.0856,0.9634,1.0292,1.0459,1.0265,1.7102,2.446,NA,NA,2.4581,4.4147,0.84143,1.1945,NA,NA,NA,NA,1.8362,1.5283,1.704,1.3659,1.7579,1.3863,1.0459,1.0265,1.0265,1.0459
P25375,PRD1,1.0543,1.0841,0.9771,1.0582,0.96347,1.0397,1.0216,1.0258,0.89549,1.0026,1.1665,1.0025,0.84738,1.0685,1.378,1.118,0.82195,1.064,0.74016,1.0079,NA,NA,NA,NA,NA,NA,NA,NA,0.84547,0.94542,0.91721,0.98689,0.81012,0.86432,0.90228,1.0057,0.67677,0.81604,0.84693,0.97272,1.0543,1.0841,0.9771,1.0582,1.0543,1.0841,0.9771,1.0582,0.94904,1.0372,1.024,1.0264,1.0139,0.82614,1.0782,0.87183,1.1596,0.90345,NA,0.32645,NA,NA,0.95603,0.93566,0.89057,0.86999,0.8643,0.82641,0.94904,1.0372,1.0372,0.94904
P22141,PRE1,1.0358,1.0158,0.99435,0.84831,1.0755,1.0352,1.1983,0.98016,1.2577,0.78254,1.1673,1.0113,1.5095,1.087,1.6797,1.2261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1496,1.1619,1.0753,1.0628,0.99818,1.021,1.0107,0.96781,0.92678,0.95764,0.98106,1.037,1.0358,1.0158,0.99435,0.84831,1.0358,1.0158,0.99435,0.84831,1.0288,1.0051,1.2273,1.1498,1.3232,3.3059,NA,NA,NA,NA,1.1251,2.1799,NA,NA,1.0794,1.1525,1.1056,1.1268,0.99775,0.92968,1.0288,1.0051,1.0051,1.0288
P21242,PRE10,1.0385,1.0708,1.0492,1.0121,1.1366,1.1716,1.1616,1.1424,1.5083,1.1972,1.5643,1.1752,1.3813,1.2856,1.6377,1.1171,1.3326,1.2273,1.1397,1.2327,1.3277,1.1615,1.3571,1.1613,1.4365,1.4683,1.5784,1.1395,1.0987,1.0871,1.0399,1.0386,0.92375,1.0884,1.0171,1.0484,1.0206,1.1534,1.0143,1.0797,1.0385,1.0708,1.0492,1.0121,1.0385,1.0708,1.0492,1.0121,1.0373000000000001,1.0303,1.1133,1.2192,1.0646,1.0322,1.1943,1.2854,NA,NA,NA,NA,1.1556,1.8232,1.2109,1.1477,1.0832,1.1589,1.1194,1.0796,1.0373000000000001,1.0303,1.0303,1.0373000000000001
P30656,PRE2,0.99242,1.0152,1.4817,1.0361,1.1731,1.0559,1.3504,0.9728,1.1492,1.3074,NA,NA,1.2005,1.2976,1.5354,1.2299,1.3915,0.96662,1.6926,0.87856,NA,NA,1.4966,1.0279,NA,NA,1.6687,1.8382,1.1515,1.0928,0.84567,1.082,1.0341,0.98997,1.3931,1.6889,1.241,0.96349,1.124,1.2526,0.99242,1.0152,1.4817,1.0361,0.99242,1.0152,1.4817,1.0361,1.072,1.0161,1.2636,1.3901,1.1211,1.0982,1.1204,1.1573,0.97661,1.0325,NA,NA,NA,NA,1.3247,1.0066,1.8771,1.1821,1.9848,1.2311,1.072,1.0161,1.0161,1.072
P38624,PRE3,1.0152,1.1075,0.98479,0.9868,1.4348,1.3102,1.7013,1.3635,1.9739,1.3918,2.0578,1.6564,1.9192,1.4639,2.0169,1.4083,1.6549,1.2805,1.9075,1.0974,1.5743,1.2353,1.882,1.2861,NA,NA,1.8477,1.3129,1.2287,1.2397,1.0702,1.1098,1.0661,1.1728,1.08,1.0677,0.97442,1.0975,1.0195,1.1233,1.0152,1.1075,0.98479,0.9868,1.0152,1.1075,0.98479,0.9868,1.0343,1.0198,1.3164,1.3685,1.3681,1.707,1.5086,1.8083,1.2161,1.3827,NA,NA,1.1774,2.1896,1.2629,1.2521,1.1226,1.1247,1.1908,1.0585,1.0343,1.0198,1.0198,1.0343
P30657,PRE4,0.8965,0.84568,0.99085,0.99652,1.2374,0.95286,1.0241,1.0816,1.2647,0.88455,1.1373,1.0687,1.3258,1.2303,1.1936,1.1752,1.5453,1.2242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1851,2.4485,1.1491,1.0663,0.86851,1.12,1.1267,1.0362,0.9328,0.85253,1.0939,1.1943,0.8965,0.84568,0.99085,0.99652,0.8965,0.84568,0.99085,0.99652,0.90273,0.88711,1.1723,1.356,1.2297,1.1994,1.2237,1.1313,NA,NA,NA,NA,NA,NA,1.1251,1.0466,1.1801,0.96451,1.1756,1.1002,0.90273,0.88711,0.88711,0.90273
P40302,PRE5,0.96972,1.0187,1.0659,1.0126,1.3188,1.233,1.3158,1.205,1.7189,1.3206,1.7873000000000001,1.3013,1.4167,1.3129,1.6675,1.2215,1.3607,1.0833,1.2581,1.1567,2.1178,0.86896,1.7081,1.0027,1.576,1.2592,NA,NA,1.1363,1.1081,1.032,1.092,1.0548,1.1706,1.0006,0.95545,1.0037,1.1231,0.97901,0.97615,0.96972,1.0187,1.0659,1.0126,0.96972,1.0187,1.0659,1.0126,1.0686,1.0466,1.2146,1.2858,1.3187,1.6584,1.1172,1.1975,1.3415,1.1553,1.0189,1.7865,NA,NA,1.0822,1.1088,1.1382,1.0328,1.0466,1.0383,1.0686,1.0466,1.0466,1.0686
P40303,PRE6,1.0025,1.0124,1.0067,1.022,0.95405,1.1379,1.0286,1.1444,1.6241,1.3428,1.3773,1.1933,1.7,1.2648,2.347,1.4522,NA,NA,1.7825,1.1152,NA,NA,NA,NA,NA,NA,NA,NA,1.1359,1.0655,1.0552,1.0383,1.1799,1.1429,1.1551,0.96922,1.0199,1.016,1.1583,1.0718,1.0025,1.0124,1.0067,1.022,1.0025,1.0124,1.0067,1.022,1.0568,1.052,1.1966,1.1813,1.0592,0.9563,1.2286,1.1831,0.98209,0.88976,NA,NA,NA,NA,1.1006,1.051,1.1249,0.9401,1.0641,1.0383,1.0568,1.052,1.052,1.0568
P23724,PRE7,1.0179,1.083,1.0071,0.97559,1.2692,1.2486,1.289,1.1534,1.5139,1.2163,1.6205,1.2178,1.5352,1.2684,1.6095,1.2023,1.3196,1.0908,1.9022,1.0513,NA,NA,NA,NA,NA,NA,NA,NA,1.0689,1.1178,0.99336,0.94813,0.99237,1.0466,0.98693,0.97322,0.95505,1.0319,0.97892,1.0011,1.0179,1.083,1.0071,0.97559,1.0179,1.083,1.0071,0.97559,1.0905,1.0404,1.0672,1.2108,1.0954,1.4819,1.263,1.6577,1.1304,1.3636,NA,NA,NA,NA,1.1344,1.0843,1.0811,0.95817,1.0033,0.91229,1.0905,1.0404,1.0404,1.0905
P23639,PRE8,1.0492,1.0353,1.0304,0.97829,1.1678,1.1203,1.0717,1.0071,1.1968,0.98206,0.90141,0.90732,1.751,1.152,1.4318,1.079,1.3529,1.1851,1.0278,1.0552,NA,NA,1.4437,1.3275,NA,NA,1.1298,1.3578,1.0527,1.0196,0.94882,0.90861,0.97197,0.96033,0.9551,0.93873,0.90763,1.1097,0.95602,0.9575,1.0492,1.0353,1.0304,0.97829,1.0492,1.0353,1.0304,0.97829,1.1304,0.99276,1.0565,1.027,0.96428,1.1813,1.1398,1.1274,1.1284,1.2709,1.2594,1.4639,NA,NA,1.046,1.0398,1.085,1.0328,0.88536,0.97836,1.1304,0.99276,0.99276,1.1304
P23638,PRE9,1.1389,1.0444,0.98111,0.98376,1.1668,1.2445,0.95687,0.9936,1.2934,1.1796,0.88031,0.97263,0.99793,1.1739,1.1701,1.2162,NA,NA,0.84502,0.94136,0.83417,2.6464,0.88227,1.0244,0.83762,2.5995,0.9171,0.9873,1.1754,1.2166,1.1717,1.0351,1.0806,1.0415,0.9946,0.99345,0.97048,1.0784,0.98228,1.0244,1.1389,1.0444,0.98111,0.98376,1.1389,1.0444,0.98111,0.98376,1.1241,1.1056,1.0733,1.0749,1.2944,0.82969,1.157,0.88597,1.078,0.73431,NA,NA,0.96129,0.61102,1.1519,1.1969,0.92723,1.0967,0.98781,1.1385,1.1241,1.1056,1.1056,1.1241
P32264,PRO1,0.95135,1.0422,0.99826,1.0218,1.0304,0.93835,1.0381,0.94996,1.2844,1.135,1.0791,0.96343,1.0708,0.95512,1.2915,0.97868,0.90906,0.88906,NA,NA,NA,NA,0.71278,1.0715,NA,NA,0.97255,1.9024,0.80301,0.79605,0.88981,0.87164,0.69092,0.6015,0.71681,0.72384,0.69338,0.60915,0.64398,0.76704,0.95135,1.0422,0.99826,1.0218,0.95135,1.0422,0.99826,1.0218,0.99197,0.98574,1.0307,0.96145,1.1079,0.95934,1.1281,1.2348,0.99001,1.016,NA,NA,NA,NA,0.82001,0.90458,0.72859,0.79996,0.67318,0.77247,0.99197,0.98574,0.98574,0.99197
P54885,PRO2,1.0516,0.99271,0.98649,0.9585,1.1701,0.97168,1.0907,1.0004,1.4447,1.0231,1.247,0.97385,1.4516,1.002,1.4544,1.0684,1.296,1.011,1.0939,0.95038,1.065,1.1232,2.0284,1.0123,NA,NA,1.4094,1.2202,0.90182,0.90669,0.86862,0.80425,0.7785,0.7823,0.83555,0.7103,0.65537,0.63419,0.76104,0.64836,1.0516,0.99271,0.98649,0.9585,1.0516,0.99271,0.98649,0.9585,1.0679,0.99751,1.0089,0.97415,1.0032,1.1515,1.0314,1.2559,1.0801,1.0844,1.5055,0.98989,NA,NA,0.85861,0.86254,0.72187,0.81064,0.65885,0.73135,1.0679,0.99751,0.99751,1.0679
P32263,PRO3,0.97318,0.93949,0.99628,0.93416,1.0039,0.94751,0.94743,0.94901,0.84241,0.90945,0.87884,0.91278,0.84939,0.94521,0.76926,0.88378,1.4239,0.89599,1.0119,0.99208,0.8646,0.74357,1.1057,0.94569,0.74445,0.82839,1.0119,0.96548,1.0015,0.95842,1.0276,0.96428,0.8583,0.79801,1.0767,0.92263,0.88555,0.69717,0.86336,0.82583,0.97318,0.93949,0.99628,0.93416,0.97318,0.93949,0.99628,0.93416,0.95453,0.93927,1.0277,0.97699,1.0312,0.80245,0.99278,0.76385,1.022,0.67494,1.0223,0.52011,NA,NA,0.95117,1.0908,0.93119,0.98939,0.74919,0.85479,0.95453,0.93927,0.93927,0.95453
P53131,PRP43,1.0179,0.94607,1.0162,1.0203,1.0725,1.0461,0.86165,1.0479,1.143,1.1511,1.0014,1.0546,1.2288,1.0851,0.96032,1.027,1.1858,1.1052,1.0258,1.1638,NA,NA,NA,NA,NA,NA,NA,NA,0.80821,0.79202,0.75399,0.7734,0.5271,0.60291,0.73331,0.7229,0.77128,0.69218,0.75206,0.8907,1.0179,0.94607,1.0162,1.0203,1.0179,0.94607,1.0162,1.0203,0.85497,1.035,1.1039,1.0941,1.1404,1.06,1.1614,0.92547,0.98752,1.119,2.1869,0.59924,NA,NA,0.82182,0.76693,0.74031,0.76022,0.91441,0.67667,0.85497,1.035,1.035,0.85497
P32895,PRS1,1.0399,1.0493,1.0222,0.96422,0.84809,1.0199,0.97856,0.88378,0.80987,0.82164,0.75799,0.87665,0.9127,0.85609,1.0843,0.95763,NA,NA,0.95177,1.0778,0.44278,0.96261,NA,NA,NA,NA,NA,NA,0.84353,0.91581,0.83083,0.80714,0.76453,0.83853,0.81678,0.7152,0.83491,0.78951,0.74165,0.73996,1.0399,1.0493,1.0222,0.96422,1.0399,1.0493,1.0222,0.96422,0.98016,1.0678,0.98514,0.95767,1.0405,0.79554,0.8871,0.86906,1.1188,0.70881,NA,NA,NA,NA,0.80774,0.83605,0.84282,0.85257,0.67612,0.76062,0.98016,1.0678,1.0678,0.98016
P38620,PRS2,0.99543,0.96424,0.88567,1.0791,0.98608,1.2768,1.0155,0.9512,NA,NA,1.0989,1.1125,1.1548,1.0653,1.1233,1.1902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2509,1.2346,NA,NA,0.90873,1.1047,NA,NA,1.0678,0.97674,NA,NA,0.99543,0.96424,0.88567,1.0791,0.99543,0.96424,0.88567,1.0791,0.99792,0.94596,1.0208,1.0548,0.92209,1.0258,1.2785,1.248,NA,NA,NA,NA,NA,NA,1.1284,0.98374,NA,NA,NA,NA,0.99792,0.94596,0.94596,0.99792
P38689,PRS3,1.0274,0.96731,0.96572,0.96579,0.9739,1.0095,0.87365,0.98086,0.93568,0.94681,0.95801,1.0067,0.73636,0.90976,0.85744,0.94744,1.0663,0.92484,1.3863,0.99961,NA,NA,0.89178,1.0131,0.88087,2.7843,0.79007,0.81002,0.86267,0.90609,0.92012,0.88663,0.8223,0.73862,0.83019,0.69019,0.87805,0.72884,0.7927,0.83542,1.0274,0.96731,0.96572,0.96579,1.0274,0.96731,0.96572,0.96579,0.90071,1.0306,1.1051,0.88212,0.85099,1.3021,0.88658,0.85127,0.79113,0.85534,1.1248,0.95387,2.7372,0.81208,0.91251,0.89839,0.82856,0.90791,0.80114,0.8133,0.90071,1.0306,1.0306,0.90071
Q12265,PRS5,1.0811,1.0178,1.054,0.99713,0.98913,0.99731,1.0027,0.96419,1.1254,1.0157,0.8813,1.0068,0.89621,0.87215,0.7921,0.99258,0.75139,0.93538,0.68538,1.0437,NA,NA,0.71057,0.82309,0.54591,0.2983,0.95166,0.81133,1.0422,0.97235,0.97633,0.93569,0.91836,0.87684,1.0898,0.85265,0.85816,0.79227,0.85746,0.8162,1.0811,1.0178,1.054,0.99713,1.0811,1.0178,1.054,0.99713,0.91328,1.0126,0.95882,1.0352,0.93688,0.78241,0.98159,0.83944,1.0298,0.77018,NA,NA,NA,NA,1.0924,0.96413,1.0046,0.93845,0.94394,0.93692,0.91328,1.0126,1.0126,0.91328
P06103,PRT1,1.0294,1.0271,1.0261,1.0221,1.0086,1.053,1.1037,1.0168,0.88493,0.99026,0.93531,0.93111,1.0002,0.97465,0.83845,0.99333,0.89883,1.1155,0.81188,0.9616,0.91115,0.99263,0.69585,1.1374,0.78643,1.0349,0.88822,1.0959,0.69719,0.77379,0.71958,0.74193,0.64162,0.67952,0.61053,0.65083,0.58349,0.65346,0.63526,0.67054,1.0294,1.0271,1.0261,1.0221,1.0294,1.0271,1.0261,1.0221,0.99458,1.0385,0.98315,0.99222,1.0276,0.97077,1.0893,0.96028,1.0153,0.79608,1.0369,0.73278,1.1658,0.89025,0.74516,0.69263,0.66954,0.708,0.63569,0.63339,0.99458,1.0385,1.0385,0.99458
P34227,PRX1,0.75894,0.86232,0.85845,0.99947,1.6545,1.7558,1.8178,1.5803,1.6694,1.9568,1.8706,1.5593,1.633,1.9792,1.4411,1.2884,NA,NA,0.81184,1.1141,NA,NA,NA,NA,NA,NA,NA,NA,1.6264,2.052,1.9205,2.4197,1.6929,1.9701,1.5019,1.5749,1.7332,1.8783,1.7491,1.3876,0.75894,0.86232,0.85845,0.99947,0.75894,0.86232,0.85845,0.99947,0.78919,0.80751,1.0699,1.9054,1.5479,2.5681,1.0621,1.7912,NA,NA,NA,NA,NA,NA,2.039,1.627,2.0829,1.4084,1.6789,1.4912,0.78919,0.80751,0.80751,0.78919
P41940,PSA1,0.99565,0.98209,0.93749,0.94325,0.94044,0.97685,0.94773,0.93989,0.85488,0.96916,0.87627,0.95991,1.0186,0.98617,0.88578,0.90735,1.1107,0.87973,0.96517,0.96667,1.4833,0.83791,0.89518,0.87799,1.4483,0.59236,1.8112,0.83916,1.0499,1.0989,1.0837,1.1004,0.93921,0.98212,1.0439,1.071,0.77923,0.70736,0.79487,0.84254,0.99565,0.98209,0.93749,0.94325,0.99565,0.98209,0.93749,0.94325,0.86118,1.0217,0.95944,0.96373,0.88738,0.86006,0.96171,0.93536,0.87357,1.0477,0.78467,1.9633,0.7954,1.2829,1.1604,1.0884,1.0198,1.0265,0.7397,0.80525,0.86118,1.0217,1.0217,0.86118
P32337,PSE1,0.96993,1.0564,0.99365,1.0501,0.91936,0.89606,0.83796,1.0052,0.99479,1.1102,0.68238,1.0372,1.1079,1.0206,1.1249,0.97008,0.85598,0.92024,0.797,1.1237,NA,NA,0.30339,0.90084,NA,NA,NA,NA,0.74328,0.69565,0.76046,0.86956,0.59926,0.41258,0.66625,0.80998,0.76413,0.59334,0.5923,0.81292,0.96993,1.0564,0.99365,1.0501,0.96993,1.0564,0.99365,1.0501,0.89181,1.0176,1.01,0.9894,0.83764,0.80892,0.90127,0.99802,NA,NA,NA,NA,NA,NA,0.75741,0.68668,0.89369,0.6368,0.76747,0.61548,0.89181,1.0176,1.0176,0.89181
Q12335,PST2,0.91511,1.1188,0.96934,0.93847,1.5502,1.6938,1.389,1.3897,1.3618,1.3312,1.2548,1.3649,1.6089,1.4931,1.4881,1.4565,1.0407,1.1181,0.74339,0.89773,NA,NA,1.5319,1.0861,NA,NA,NA,NA,1.6689,2.3178,1.7417,1.9322,1.4134,1.9214,1.4628,1.6818,1.4072,1.99,1.3797,1.6648,0.91511,1.1188,0.96934,0.93847,0.91511,1.1188,0.96934,0.93847,1.0223,1.0414,1.2079,1.6876,1.3487,1.5762,1.2668,1.7388,0.94512,1.4091,NA,NA,NA,NA,1.9896,2.0599,1.9921,1.6195,1.891,1.6663,1.0223,1.0414,1.0414,1.0223
P39966,PTC2,0.99153,0.98001,0.82589,0.93581,1.3075,1.1063,1.392,1.0693,1.38,1.1151,1.561,1.0261,1.3869,1.0458,1.7949,1.0965,1.7011,0.86045,1.6401,1.0802,NA,NA,NA,NA,NA,NA,2.2055,0.99678,0.89908,0.92142,0.89988,1.011,0.79968,0.83128,0.89265,0.88146,0.82378,0.81649,0.73905,0.772,0.99153,0.98001,0.82589,0.93581,0.99153,0.98001,0.82589,0.93581,0.88195,0.8999,0.99214,1.2011,1.0316,1.4121,1.0567,1.4558,0.79295,2.6513,1.2989,2.3657,1.0329,2.0667,1.0399,1.0519,0.85054,1.0017,0.77652,0.84586,0.88195,0.8999,0.8999,0.88195
P34221,PTC3,0.94428,0.97959,1.0268,0.92722,1.4836,1.2057,1.4539,1.126,1.4045,1.0636,2.1563,1.3293,1.4911,1.2881,1.5396,1.0804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3404,1.3454,1.3102,1.3576,1.034,1.0148,1.2094,1.0481,0.92261,0.90887,1.1111,0.97586,0.94428,0.97959,1.0268,0.92722,0.94428,0.97959,1.0268,0.92722,0.86798,0.96495,1.1319,1.3503,1.1831,1.5731,1.0545,1.4084,NA,NA,NA,NA,NA,NA,1.4708,1.4018,1.0821,1.0851,NA,NA,0.86798,0.96495,0.96495,0.86798
P32588,PUB1,1.0574,0.96878,1.0082,1.0752,1.1202,0.95298,1.0697,1.1055,1.2492,1.2075,1.3004,1.1917,1.8427,1.2072,1.1212,1.0107,1.278,0.92191,1.1618,0.93185,1.0327,1.2702,0.87075,1.0704,NA,NA,NA,NA,0.89915,0.91108,0.89087,0.86502,0.73098,0.76257,0.75005,0.84176,0.67359,0.71849,0.71494,0.77678,1.0574,0.96878,1.0082,1.0752,1.0574,0.96878,1.0082,1.0752,1.0834,1.0867,1.0019,1.0997,1.0416,1.2312,1.063,1.0529,1.1157,1.1337,NA,NA,NA,NA,0.77965,0.83879,0.76295,0.74972,0.78299,0.69339,1.0834,1.0867,1.0867,1.0834
Q07807,PUF3,0.82487,0.87979,0.72004,0.68519,1.3365,0.94845,0.77646,0.51685,1.1867,0.72819,1.3003,0.63084,0.81959,0.70198,0.85202,0.42229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67591,0.61823,0.63737,0.53942,0.32707,0.33367,NA,NA,NA,NA,NA,NA,0.82487,0.87979,0.72004,0.68519,0.82487,0.87979,0.72004,0.68519,0.8443,0.94046,0.82385,1.1328,0.82704,1.1073,0.66109,0.83556,NA,NA,NA,NA,NA,NA,0.33665,0.61264,0.40026,0.37748,NA,NA,0.8443,0.94046,0.94046,0.8443
P25043,PUP1,0.92472,1.0038,0.77208,0.9372,NA,NA,1.1916,1.0049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94416,1.1384,NA,NA,0.92472,1.0038,0.77208,0.9372,0.92472,1.0038,0.77208,0.9372,1.0107,0.72356,NA,NA,0.81127,0.88322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9883,0.69139,1.184,0.96671,1.0107,0.72356,0.72356,1.0107
P32379,PUP2,1.0335,1.0357,1.0052,0.94404,1.3556,1.2769,1.3414,1.1526,1.7238,1.3151,1.7403,1.229,1.8118,1.3055,1.5909,1.2354,1.2456,1.0796,1.2396,1.0662,1.3397,1.1003,1.4765,1.1331,1.2972,0.91862,1.5196,1.1016,1.1825,1.0778,1.002,1.0637,0.95521,1.1127,1.1013,0.9621,0.89578,1.0938,1.0795,1.1109,1.0335,1.0357,1.0052,0.94404,1.0335,1.0357,1.0052,0.94404,1.0706,0.97897,1.223,1.2424,1.2358,1.454,1.3254,1.5905,1.1623000000000001,1.2775,1.003,1.611,1.1042,1.6218,1.0864,1.0897,1.0695,1.0898,0.94363,0.94856,1.0706,0.97897,0.97897,1.0706
P25451,PUP3,1.0594,1.1047,1.0523,0.99961,1.4138,1.3436,1.3265,1.1448,1.6381,1.1745,1.4161,1.1563,1.8599,1.2483,1.5016,1.3667,0.8438,1.2067,0.76761,1.1671,NA,NA,0.83626,1.9122,NA,NA,NA,NA,1.108,1.1059,1.0985,1.1404,1.0753,1.1231,0.94895,0.96029,1.0845,1.0131,1.0108,1.0998000000000001,1.0594,1.1047,1.0523,0.99961,1.0594,1.1047,1.0523,0.99961,1.1128,1.1204,1.243,1.187,1.4114,1.6131,1.3134,1.2651,1.3024,0.83481,1.4498,1.4979,NA,NA,1.2048,1.2398,1.0323,1.077,1.0367,0.94106,1.1128,1.1204,1.1204,1.1128
Q08647,PUS7,1.125,0.95986,0.98669,0.97227,1.0697,1.024,1.028,0.86524,1.1407,1.1164,0.923,0.89042,1.247,1.1704,0.95871,1.0075,1.1994,0.91805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90952,0.83285,0.8643,0.76795,0.80367,0.78709,0.96542,0.79229,0.88389,0.82181,0.94888,0.7915,1.125,0.95986,0.98669,0.97227,1.125,0.95986,0.98669,0.97227,1.0205,1.0805,1.0419,0.9976,1.1882,0.89723,1.2459,1.0653,1.3304,1.0417,NA,NA,NA,NA,0.81822,0.82993,0.70836,0.902,0.89382,1.0678,1.0205,1.0805,1.0805,1.0205
P07275,PUT2,0.87977,0.93288,1.0107,1.0713,1.7274,1.4841,1.3272,1.5539,2.8822,1.4324,3.0039,1.3256,2.1918,1.1023,3.1667,1.6555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2406,1.4531,1.3925,1.676,1.3577,1.3544,1.3144,1.4247,1.4727,1.5201,1.3993,1.2464,0.87977,0.93288,1.0107,1.0713,0.87977,0.93288,1.0107,1.0713,0.9597,1.0131,1.2272,1.2321,1.4326,1.5166,1.3725,3.3033,NA,NA,NA,NA,NA,NA,1.5821,1.4628,1.4547,1.278,1.4682,1.4,0.9597,1.0131,1.0131,0.9597
