Protein IDs,comparison,normalized_ratio_mean,normalized_ratio_rep1,normalized_ratio_rep2
sp|P47124|HOC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47127|AIM24_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47133|EMC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47143|ADK_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47154|STE24_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47160|ENT3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47173|YJ9J_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47176|BCA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47190|PMT3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47771|ALDH2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47818|CCC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P47912|LCF4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48015|GCST_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48164|RS7B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48231|TCB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48362|HGH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48415|SEC16_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48510|DSK2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48563|MON2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48567|PUS4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48570|HOSC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48582|BRO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48589|RS12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48606|TBCA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48813|GNP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48836|VATG_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P48837|NUP57_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49089|ASNS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49090|ASNS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49166|RL37A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49167|RL38_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49334|TOM22_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49367|LYS4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49435|APT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49573|CTR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49626|RL4B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49687|NU145_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49723|RIR4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P49954|NIT3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50085|PHB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50086|PSD10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50094|IMDH4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50095|IMDH3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50101|UBP15_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50106|RPA14_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50107|LGUL_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50109|PSP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50278|SOL1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50623|UBC9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50861|RIB4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P50896|PSP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P51401|RL9B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P51402|RL37B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P51601|GCH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P51996|YPT32_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P51998|RL4P_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52488|UBA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52489|KPYK2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52490|UBC13_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52553|PFD6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52593|NU188_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52870|SC6B1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52871|SC6B2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52893|ALAM_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52910|ACS2_YEAST;sp|Q01574|ACS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52917|VPS4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P52918|MSN5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53008|CWH41_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53011|SEH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53040|TAF6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53043|PPT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53044|UFD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53045|MSMO_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53066|YGZ2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53072|TAN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53073|EMC4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53075|SHE10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53081|NIF3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53087|YGW4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53090|ARO8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53093|YIP4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53114|MED5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53115|INO80_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53128|MTHR2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53131|PRP43_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53136|NSA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53141|MLC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53145|LSG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53152|MMS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53163|MNP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53173|ERV14_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53183|YGD9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53184|PNC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53189|SCW11_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53199|ERG26_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53200|EFM5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53206|CYSKL_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53210|YG1B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53217|YG1I_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53221|RL26B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53235|EIF2A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53250|TWF1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53252|PIL1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53254|UTP22_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53256|RRP46_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53261|PESC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53276|UTP8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53278|YG3A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53295|RBG2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53296|ATF2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53297|PBP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53299|TIM13_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53301|CRH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53303|ZPR1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53312|SUCB_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53330|RT102_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53332|COAD_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53334|SCW4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53337|ERV29_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53507|TOM7_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53549|PRS10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53550|DCP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53551|H1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53552|THO2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53598|SUCA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53600|COPZ_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53622|COPA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53633|PRA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53686|HST2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53691|PPID_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53723|YN8B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53724|RM50_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53729|YN8H_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53730|ALG12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53731|ARPC2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53733|RT19_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53734|DBP6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53738|TR112_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53742|NOG2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53753|ENG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53756|PDR18_YEAST;sp|P32568|SNQ2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53829|CAF40_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53834|HCH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53848|FOL1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53849|GIS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53852|SYC_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53854|CWC25_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53860|PDR16_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53877|IPI3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53878|YNS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53879|RHO5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53883|NOP13_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53889|FMP41_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53897|IGO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53899|CUZ1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53900|PFD4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53903|PGA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53909|ADE_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53912|YNN4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53914|NAT10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53920|NM111_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53924|DMA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53929|YNK8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53941|IMP4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53946|ARP5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53953|SFB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53968|CRZ1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53974|ARK1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P53981|YNB0_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54000|SUB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54113|PUR91_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54115|ALDH6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54781|ERG5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54783|ALO_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54837|TMEDA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54838|DAK1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54839|HMCS_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54860|UFD2_YEAST;sp|P14905|CBS2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54861|DNM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P54885|PROA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P56628|RL22B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P57744|TIM8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P60010|ACT_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P61830|H3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P69771|DID2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P69850|DAD3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P80210|PURA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P80967|TOM5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P81449|ATPJ_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P81450|ATP18_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P87108|TIM10_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P87262|RL34A_YEAST;sp|P40525|RL34B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|P89886|TMA20_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00055|GPD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00245|RHO3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00362|2ABA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00402|NUM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00711|SDHA_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00764|TPS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00772|SLT2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q00955|ACAC_YEAST;sp|P32874|HFA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01080|RPA49_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01159|MCE1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01217|ARG56_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01454|CTF4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01476|UBP2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01477|UBP3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01519|COX12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01532|BLH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01560|NOP3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01662|MAP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01852|TIM44_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01855|RS15_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01939|PRS8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q01976|ADPP_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02046|MTD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02199|NUP49_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02201|OSH6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02205|MEH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02206|RSC4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02260|SMD1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02326|RL6A_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02354|UTP6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02455|MLP1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02457|TBF1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02486|ABF2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02642|NACB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02725|VTC3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02776|TIM50_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02784|GLRX5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02792|XRN2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02793|SKI8_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02795|OSTD_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02821|IMA1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02875|SYH1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02892|NOG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02908|ELP3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02931|UTP17_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02948|BECN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q02969|PEX25_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03048|COFI_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03063|DIG1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03103|ERO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03161|YMY9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03195|RLI1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03219|YM44_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03233|ADD37_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03246|RT17_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03280|TOM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03305|RMT2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03323|SDC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03497|STE20_YEAST;sp|P48562|CLA4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03503|NAA30_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03516|RSN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03532|HAS1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03558|OYE2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03612|YE11B_YEAST;sp|Q04711|YM11B_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03434|YM12B_YEAST;sp|Q04670|YM14B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|P47100|YJ12B_YEAST;sp|P0C2J0|YP13B_YEAST;sp|Q12273|YO11B_YEAST;sp|Q92393|YO12B_YEAST;sp|Q12141|YG11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I2|YD14B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|Q12269|YG12B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P47098|YJ11B_YEAST;sp|P0C2I7|YL14B_YEAST;sp|P0C2I3|YD15B_YEAST;sp|O13535|YH11B_YEAST;sp|Q03619|YE12B_YEAST;sp|Q07793|YD13B_YEAST;sp|Q12088|YL11B_YEAST;sp|Q03855|YD11B_YEAST;sp|Q12316|YG13B_YEAST;sp|Q12193|YB12B_YEAST;sp|Q99231|YD12B_YEAST;sp|Q99337|YN12B_YEAST;sp|P0CX57|YA11A_YEAST;sp|P0CX58|YP12A_YEAST;sp|O74302|YD13A_YEAST;sp|P0CX70|YD15A_YEAST;sp|P0CX71|YE11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX73|YP11A_YEAST;sp|Q12470|YN12A_YEAST;sp|P0CX68|YL11A_YEAST;sp|P0CX67|YG13A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|P0CX59|YO12A_YEAST;sp|P0CX60|YP13A_YEAST;sp|P0CX65|YD14A_YEAST;sp|P0CX66|YE12A_YEAST;sp|P0CX69|YM14A_YEAST;sp|P0C2I4|YH11A_YEAST;sp|P0CX74|YJ11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|P0CX76|YM12A_YEAST;sp|P47099|YJ12A_YEAST;sp|Q03856|YD11A_YEAST;sp|Q04706|YM11A_YEAST;sp|Q12085|YG11A_YEAST;sp|Q12217|YB12A_YEAST;sp|Q12485|YG12A_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|Q12441|YD12A_YEAST;sp|Q92392|YO11A_YEAST;sp|O13527|YA11B_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03629|YMH9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03640|TCB3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03656|SKY1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03661|ESC1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03674|PLB2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03690|CLU_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03691|ROT1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03705|CG121_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03758|BUL2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03761|TAF12_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03768|GIR2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03769|ENT5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03771|ACL4_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03774|TRM82_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03790|NUP53_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03799|RT08_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03834|MSH6_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03835|GLRX3_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03862|ARX1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03940|RUVB1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q03973|HMO1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04013|YHM2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04031|RRP17_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04062|RPN9_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04067|EIF3G_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04080|GPI17_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04119|PPN1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04120|TSA2_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04170|YD391_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04175|SXM1_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
sp|Q04177|UTP5_YEAST,ProtoWT_H_vs_rim15_M,NA,NA,NA
